1498572001919,40,0,1498572001920,1498572003134,1214,false
1498572001919,40,1,1498572001930,1498572040671,38741,false
1498572001919,40,18,1498572001939,1498572040671,38732,false
1498572001919,40,21,1498572001940,1498572040671,38731,false
1498572001919,40,17,1498572001939,1498572040676,38737,false
1498572001919,40,13,1498572001939,1498572040676,38737,false
1498572001919,40,10,1498572001938,1498572040676,38738,false
1498572001919,40,12,1498572001938,1498572040677,38739,false
1498572001919,40,16,1498572001939,1498572040677,38738,false
1498572001919,40,15,1498572001939,1498572040677,38738,false
1498572001919,40,14,1498572001939,1498572040677,38738,false
1498572001919,40,11,1498572001938,1498572040677,38739,false
1498572001919,40,24,1498572001941,1498572040677,38736,false
1498572001919,40,6,1498572001936,1498572040677,38741,false
1498572001919,40,7,1498572001937,1498572040677,38740,false
1498572001919,40,8,1498572001938,1498572040677,38739,false
1498572001919,40,9,1498572001938,1498572040677,38739,false
1498572001919,40,3,1498572001934,1498572040677,38743,false
1498572001919,40,2,1498572001933,1498572040677,38744,false
1498572001919,40,4,1498572001935,1498572040677,38742,false
1498572001919,40,5,1498572001936,1498572040677,38741,false
1498572001919,40,20,1498572001940,1498572040677,38737,false
1498572001919,40,29,1498572001942,1498572040677,38735,false
1498572001919,40,22,1498572001940,1498572040677,38737,false
1498572001919,40,19,1498572001939,1498572040677,38738,false
1498572001919,40,30,1498572001942,1498572040677,38735,false
1498572001919,40,33,1498572001943,1498572040678,38735,false
1498572001919,40,25,1498572001941,1498572040678,38737,false
1498572001919,40,27,1498572001942,1498572040678,38736,false
1498572001919,40,32,1498572001943,1498572040678,38735,false
1498572001919,40,23,1498572001940,1498572040678,38738,false
1498572001919,40,28,1498572001942,1498572040678,38736,false
1498572001919,40,26,1498572001941,1498572040682,38741,false
1498572001919,40,34,1498572001943,1498572040682,38739,false
1498572001919,40,31,1498572001943,1498572040682,38739,false
1498572001919,40,37,1498572001944,1498572040682,38738,false
1498572001919,40,38,1498572001945,1498572040682,38737,false
1498572001919,40,35,1498572001944,1498572040682,38738,false
1498572001919,40,36,1498572001944,1498572040682,38738,false
1498572001919,40,39,1498572001945,1498572040682,38737,false
1498572062375,40,0,1498572062376,1498572063439,1063,false
1498572062375,40,22,1498572062389,1498572095825,33436,false
1498572062375,40,3,1498572062385,1498572095825,33440,false
1498572062375,40,29,1498572062390,1498572095825,33435,false
1498572062375,40,27,1498572062390,1498572095836,33446,false
1498572062375,40,6,1498572062387,1498572095836,33449,false
